date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:55:40	16470/16470	---M-Z	200	added ('OK')	text/css	etag:%2233216d5-4056-63fc05b6cf5f5-gzip%22	https://infiniteresources.org/wp-content/plugins/qi-addons-for-elementor/assets/plugins/swiper/8.4.5/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/plugins/qi-addons-for-elementor/assets/plugins/swiper/8.4.5/swiper.min94a4.css	(from https://infiniteresources.org/)
17:55:40	164495/164495	---M-Z	200	added ('OK')	text/css	etag:%2236216f2-2828f-5e54529e60d80-gzip%22	https://infiniteresources.org/wp-content/themes/globefarer/assets/css/main.min.css?ver=6.8.3	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/themes/globefarer/assets/css/main.min32d4.css	(from https://infiniteresources.org/)
17:55:40	231325/231325	---M-Z	200	added ('OK')	text/css	etag:%2238206bd-3879d-5e54534545740-gzip%22	https://infiniteresources.org/wp-content/plugins/globefarer-core/assets/css/globefarer-core.min.css?ver=6.8.3	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/plugins/globefarer-core/assets/css/globefarer-core.min32d4.css	(from https://infiniteresources.org/)
17:55:40	238543/238543	---M-Z	200	added ('OK')	text/css	etag:%2236216f8-3a3cf-5e54529e60d80-gzip%22	https://infiniteresources.org/wp-content/themes/globefarer/assets/css/grid.min.css?ver=6.8.3	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/themes/globefarer/assets/css/grid.min32d4.css	(from https://infiniteresources.org/)
17:55:40	528/528	---M-Z	200	added ('OK')	text/css	etag:%2233819a9-210-5e5452a3258c0-gzip%22	https://infiniteresources.org/wp-content/themes/globefarer/style.css?ver=6.8.3	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/themes/globefarer/style32d4.css	(from https://infiniteresources.org/)
17:55:41	6542/6542	---M-Z	200	added ('OK')	text/css	etag:%22382028b-198e-5e545338dfa00-gzip%22	https://infiniteresources.org/wp-content/plugins/globefarer-core/inc/plugins/elementor/assets/css/elementor.min.css?ver=6.8.3	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/plugins/globefarer-core/inc/plugins/elementor/assets/css/elementor.min32d4.css	(from https://infiniteresources.org/)
17:55:41	7746/7746	---M-Z	200	added ('OK')	text/css	etag:%223348d2a-1e42-6482c3047c9a7-gzip%22	https://infiniteresources.org/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min.css?ver=6.5.6	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.minaafb.css	(from https://infiniteresources.org/)
17:55:41	28808/28808	---M-Z	200	added ('OK')	text/css	etag:%223780410-7088-6482c6b6a3a01-gzip%22	https://infiniteresources.org/wp-content/uploads/essential-addons-elementor/eael-50.css?ver=1746717482	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/uploads/essential-addons-elementor/eael-504698.css	(from https://infiniteresources.org/)
17:55:41	21415/21415	---M-Z	200	added ('OK')	text/css	etag:%223360d23-53a7-647d860cbd834-gzip%22	https://infiniteresources.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.45.0	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min5e22.css	(from https://infiniteresources.org/)
17:55:42	1231/1231	---M-Z	200	added ('OK')	text/css	etag:%2237e002d-4cf-6482c6b6a749a-gzip%22	https://infiniteresources.org/wp-content/uploads/elementor/css/post-8852.css?ver=1768205478	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/uploads/elementor/css/post-88526859.css	(from https://infiniteresources.org/)
17:55:42	69/69	---M-Z	200	added ('OK')	text/css	etag:%2233217f8-45-647d8608f8a7c-gzip%22	https://infiniteresources.org/wp-content/plugins/elementor/assets/css/widget-menu-anchor.min.css?ver=3.34.1	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/plugins/elementor/assets/css/widget-menu-anchor.min1504.css	(from https://infiniteresources.org/)
17:55:42	153/153	---M-Z	200	added ('OK')	text/css	etag:%223348cf5-99-647d860cb303b-gzip%22	https://infiniteresources.org/wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.min.css?ver=3.34.1	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.min1504.css	(from https://infiniteresources.org/)
17:55:42	214/214	---M-Z	200	added ('OK')	text/css	etag:%223321710-d6-647d8608f6f24-gzip%22	https://infiniteresources.org/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.34.1	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/plugins/elementor/assets/css/widget-image.min1504.css	(from https://infiniteresources.org/)
17:55:43	560/560	---M-Z	200	added ('OK')	text/css	etag:%223321704-230-647d8608f5b9b-gzip%22	https://infiniteresources.org/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.34.1	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/plugins/elementor/assets/css/widget-heading.min1504.css	(from https://infiniteresources.org/)
17:55:43	367/367	---M-Z	200	added ('OK')	text/css	etag:%2233428e5-16f-647d860ca8c2b-gzip%22	https://infiniteresources.org/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css?ver=3.34.1	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min1504.css	(from https://infiniteresources.org/)
17:55:43	146/146	---M-Z	200	added ('OK')	text/css	etag:%223348cfb-92-647d860cb3bf3-gzip%22	https://infiniteresources.org/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.min.css?ver=3.34.1	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.min1504.css	(from https://infiniteresources.org/)
17:55:43	77/77	---M-Z	200	added ('OK')	text/css	etag:%223348cd5-4d-647d860caf5a3-gzip%22	https://infiniteresources.org/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=3.34.1	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min1504.css	(from https://infiniteresources.org/)
17:55:44	1793/1793	---M-Z	200	added ('OK')	text/css	etag:%223321826-701-647d8608f9a1c-gzip%22	https://infiniteresources.org/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.34.1	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/plugins/elementor/assets/css/widget-spacer.min1504.css	(from https://infiniteresources.org/)
17:55:44	128229/128229	---M-Z	200	added ('OK')	text/css	etag:%2237e002f-1f4e5-6482c6b820fa8-gzip%22	https://infiniteresources.org/wp-content/uploads/elementor/css/post-50.css?ver=1768205479	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/uploads/elementor/css/post-5021be.css	(from https://infiniteresources.org/)
17:55:44	466047/466047	---M-Z	200	added ('OK')	text/css	etag:%223341595-71c7f-6467f5f3fc95f-gzip%22	https://infiniteresources.org/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.7.8	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles3621.css	(from https://infiniteresources.org/)
17:55:44	398326/398326	---M-Z	200	added ('OK')	text/css	etag:%224080086-613f6-632d43e10ae00-gzip%22	https://infiniteresources.org/wp-content/plugins/elementskit/widgets/init/assets/css/widget-styles-pro.css?ver=3.8.5	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/plugins/elementskit/widgets/init/assets/css/widget-styles-pro38b5.css	(from https://infiniteresources.org/)
17:55:44	30348/30348	---M-Z	200	added ('OK')	text/css	etag:%223341593-768c-6467f5f3fbda7-gzip%22	https://infiniteresources.org/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=3.7.8	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive3621.css	(from https://infiniteresources.org/)
17:55:45	104652/104652	---M-Z	200	added ('OK')	text/css	etag:%223840114-198cc-6309405be1614-gzip%22	https://infiniteresources.org/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742262169	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/uploads/elementor/google-fonts/css/robotobc54.css	(from https://infiniteresources.org/)
17:55:45	23877/23877	---M-Z	200	added ('OK')	text/css	etag:%22384011c-5d45-63097d107d4ae-gzip%22	https://infiniteresources.org/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1742278465	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/uploads/elementor/google-fonts/css/robotoslab45c7.css	(from https://infiniteresources.org/)
17:55:45	16116/16116	---M-Z	200	added ('OK')	text/css	etag:%2238400ec-3ef4-63094056c7ed7-gzip%22	https://infiniteresources.org/wp-content/uploads/elementor/google-fonts/css/poppins.css?ver=1742262164	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/uploads/elementor/google-fonts/css/poppins07b8.css	(from https://infiniteresources.org/)
17:55:45	75222/75222	---M-Z	200	added ('OK')	text/css	etag:%223840101-125d6-63094058f02ff-gzip%22	https://infiniteresources.org/wp-content/uploads/elementor/google-fonts/css/opensans.css?ver=1742262166	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/uploads/elementor/google-fonts/css/opensansa3bd.css	(from https://infiniteresources.org/)
17:55:46	58071/58071	---M-Z	200	added ('OK')	text/css	etag:%223360d39-e2d7-647d860cf4b07-gzip%22	https://infiniteresources.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://infiniteresources.org/)
17:55:46	669/669	---M-Z	200	added ('OK')	text/css	etag:%223360d3d-29d-647d860cf4eef-gzip%22	https://infiniteresources.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://infiniteresources.org/)
17:55:46	82586/82586	---M-Z	200	added ('OK')	text/css	etag:%223340b70-1429a-6467f5f3dd946-gzip%22	https://infiniteresources.org/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=3.7.8	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons3621.css	(from https://infiniteresources.org/)
17:55:47	87553/87553	---M-Z	200	added ('OK')	text/javascript	etag:%22334107a-15601-603fed35e19c0-gzip%22	https://infiniteresources.org/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-includes/js/jquery/jquery.minf43b.js	(from https://infiniteresources.org/)
17:55:47	13577/13577	---M-Z	200	added ('OK')	text/javascript	etag:%223341072-3509-5fdabee5f2100-gzip%22	https://infiniteresources.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://infiniteresources.org/)
17:55:48	262641/262641	---MC-	200	added ('OK')	application/json	date:Mon,%2012%20Jan%202026%2012:25:45%20GMT	https://infiniteresources.org/wp-json/	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-json/index.html	(from https://infiniteresources.org/)
17:55:49	368826/368826	---MC-	200	added ('OK')	application/json	date:Mon,%2012%20Jan%202026%2012:25:45%20GMT	https://infiniteresources.org/wp-json/wp/v2/pages/50	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-json/wp/v2/pages/50.json	(from https://infiniteresources.org/)
17:55:49	840/840	---M-Z	200	added ('OK')	text/xml	date:Mon,%2012%20Jan%202026%2012:25:47%20GMT	https://infiniteresources.org/xmlrpc.php?rsd	C:/My%20Web%20Sites/infinite/infiniteresources.org/xmlrpc0db0.php	(from https://infiniteresources.org/)
17:55:50	2142/2142	---MC-	200	added ('OK')	application/json	date:Mon,%2012%20Jan%202026%2012:25:47%20GMT	https://infiniteresources.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Finfiniteresources.org%2F	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-json/oembed/1.0/embeddac7.json	(from https://infiniteresources.org/)
17:55:50	2301/2301	---M-Z	200	added ('OK')	text/xml	date:Mon,%2012%20Jan%202026%2012:25:47%20GMT	https://infiniteresources.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Finfiniteresources.org%2F&format=xml	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-json/oembed/1.0/embedacad	(from https://infiniteresources.org/)
17:55:50	337/337	---M--	200	added ('OK')	image/png	etag:%223421c40-151-5fefb5a88ead6%22	https://infiniteresources.org/wp-content/uploads/2023/01/cropped-Favicon_1-32x32.png	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/uploads/2023/01/cropped-Favicon_1-32x32.png	(from https://infiniteresources.org/)
17:55:51	1431/1431	---M--	200	added ('OK')	image/png	etag:%223421c42-597-5fefb5a89fc47%22	https://infiniteresources.org/wp-content/uploads/2023/01/cropped-Favicon_1-192x192.png	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/uploads/2023/01/cropped-Favicon_1-192x192.png	(from https://infiniteresources.org/)
17:55:51	1616/1616	---M--	200	added ('OK')	image/png	etag:%223421c43-650-5fefb5a8db184%22	https://infiniteresources.org/wp-content/uploads/2023/01/cropped-Favicon_1-180x180.png	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/uploads/2023/01/cropped-Favicon_1-180x180.png	(from https://infiniteresources.org/)
17:55:51	10690/10690	---M--	200	added ('OK')	image/png	etag:%223421c13-29c2-5fefb58bc5a02%22	https://infiniteresources.org/wp-content/uploads/2023/01/IR_final-logo_white.png	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/uploads/2023/01/IR_final-logo_white.png	(from https://infiniteresources.org/)
17:55:51	56072/56072	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jan%202026%2012:25:49%20GMT	https://infiniteresources.org/wp-content/plugins/elementskit/modules/parallax/	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/plugins/elementskit/modules/parallax/index.html	(from https://infiniteresources.org/)
17:55:51	10523/10523	---M--	200	added ('OK')	image/png	etag:%223421c08-291b-5fefb5895519c%22	https://infiniteresources.org/wp-content/uploads/2023/01/IR_final-logo.png	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/uploads/2023/01/IR_final-logo.png	(from https://infiniteresources.org/)
17:55:53	337/337	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2012%20Jan%202026%2012:25:49%20GMT	http://infiniteresources.org/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/plugins/revslider/public/assets/assets/dummy.39.delayed	(from https://infiniteresources.org/)
17:55:53	68/68	---M--	200	added ('OK')	image/png	etag:%223820700-44-5e545378c50c0%22	https://infiniteresources.org/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from https://infiniteresources.org/)
17:55:53	352/352	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2012%20Jan%202026%2012:25:51%20GMT	http://infiniteresources.org/wp-content/uploads/revslider/video-media/IR-BG-Desktop-Video_31_layer.jpeg	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/uploads/revslider/video-media/IR-BG-Desktop-Video_31_layer.3b.delayed	(from https://infiniteresources.org/)
17:55:54	279063/279063	---M--	200	added ('OK')	image/jpeg	etag:%22378043d-44217-5fefb75741d65%22	https://infiniteresources.org/wp-content/uploads/revslider/video-media/IR-BG-Desktop-Video_31_layer.jpeg	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/uploads/revslider/video-media/IR-BG-Desktop-Video_31_layer.jpg	(from https://infiniteresources.org/)
17:55:55	100130/100130	---M--	200	added ('OK')	image/png	etag:%223441534-18722-5fefb71febc46%22	https://infiniteresources.org/wp-content/uploads/2023/02/Container_1.png	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/uploads/2023/02/Container_1.png	(from https://infiniteresources.org/)
17:55:55	106596/106596	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jan%202026%2012:25:50%20GMT	https://infiniteresources.org/contact-us/	C:/My%20Web%20Sites/infinite/infiniteresources.org/contact-us/index.html	(from https://infiniteresources.org/)
17:55:55	104919/104919	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jan%202026%2012:25:50%20GMT	https://infiniteresources.org/paper/	C:/My%20Web%20Sites/infinite/infiniteresources.org/paper/index.html	(from https://infiniteresources.org/)
17:55:55	107672/107672	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jan%202026%2012:25:50%20GMT	https://infiniteresources.org/rubber/	C:/My%20Web%20Sites/infinite/infiniteresources.org/rubber/index.html	(from https://infiniteresources.org/)
17:55:55	5815/5815	---M--	200	added ('OK')	image/png	etag:%223440ef7-16b7-5fefb6a93059e%22	https://infiniteresources.org/wp-content/uploads/2023/02/Finance_1@2x.png	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/uploads/2023/02/Finance_1@2x.png	(from https://infiniteresources.org/)
17:55:56	34552/34552	---M--	200	added ('OK')	image/png	etag:%223441392-86f8-5fefb6ac0ebdd%22	https://infiniteresources.org/wp-content/uploads/2023/02/Shipping_1@2x.png	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/uploads/2023/02/Shipping_1@2x.png	(from https://infiniteresources.org/)
17:55:56	28180/28180	---M--	200	added ('OK')	image/png	etag:%22344139b-6e14-5fefb6b1019d2%22	https://infiniteresources.org/wp-content/uploads/2023/02/Manoeuvrability_1@2x.png	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/uploads/2023/02/Manoeuvrability_1@2x.png	(from https://infiniteresources.org/)
17:55:56	20809/20809	---M--	200	added ('OK')	image/png	etag:%223441396-5149-5fefb6ae0cc31%22	https://infiniteresources.org/wp-content/uploads/2023/02/Service_1@2x.png	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/uploads/2023/02/Service_1@2x.png	(from https://infiniteresources.org/)
17:55:56	3070/3070	---M--	200	added ('OK')	image/png	etag:%223421cba-bfe-5fefb6c2f5e6f%22	https://infiniteresources.org/wp-content/uploads/2023/01/Newspaper_1@2x.png	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/uploads/2023/01/Newspaper_1@2x.png	(from https://infiniteresources.org/)
17:55:56	2715/2715	---M--	200	added ('OK')	image/png	etag:%223421ca8-a9b-5fefb6be3d617%22	https://infiniteresources.org/wp-content/uploads/2023/01/Soft-Mixed-paper_1@2x.png	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/uploads/2023/01/Soft-Mixed-paper_1@2x.png	(from https://infiniteresources.org/)
17:55:57	1277/1277	---M--	200	added ('OK')	image/png	etag:%223421c9e-4fd-5fefb6baa4767%22	https://infiniteresources.org/wp-content/uploads/2023/01/Old-Corrugated-Containers_1@2x.png	C:/My%20Web%20Sites/infinite/infiniteresources.org/wp-content/uploads/2023/01/Old-Corrugated-Containers_1@2x.png	(from https://infiniteresources.org/)
